]633;E;{ head -n1 "$OUT"\x3b tail -n +2 "$OUT" | LC_ALL=C sort -u\x3b } > .tmp && mv .tmp "$OUT";3144bff2-d5ee-477d-95d4-68949f379621]633;Clema,pos,fuente,localizacion
siberiano,Adjetivos,RAE,es_ES
sibil,NombresMasculinos,RAE,es_ES
sibila,NombresFemeninos,RAE,es_ES
sibilante,Adjetivos,RAE,es_ES
sibilino,Adjetivos,RAE,es_ES
sic,Adverbios,RAE,es_ES
sicalipsis,NombresFemeninos,RAE,es_ES
sicalíptico,Adjetivos,RAE,es_ES
sicario,NombresMasculinos,RAE,es_ES
siciliano,Adjetivos,RAE,es_ES
siciliano,NombresMasculinos,RAE,es_ES
sicionio,Adjetivos,RAE,es_ES
siclo,NombresMasculinos,RAE,es_ES
sicoanalista,Adjetivos,RAE,es_ES
sicoanalítico,Adjetivos,RAE,es_ES
sicoanálisis,NombresAmbiguos,RAE,es_ES
sicodelia,NombresFemeninos,RAE,es_ES
sicodélico,Adjetivos,RAE,es_ES
sicofante,NombresMasculinos,RAE,es_ES
sicofisiología,NombresFemeninos,RAE,es_ES
sicofisiológico,Adjetivos,RAE,es_ES
sicología,NombresFemeninos,RAE,es_ES
sicológico,Adjetivos,RAE,es_ES
sicomoro,NombresMasculinos,RAE,es_ES
sicopatología,NombresFemeninos,RAE,es_ES
sicopatía,NombresFemeninos,RAE,es_ES
sicopedagogía,NombresFemeninos,RAE,es_ES
sicopedagógico,Adjetivos,RAE,es_ES
sicosis,NombresFemeninos,RAE,es_ES
sicotecnia,NombresFemeninos,RAE,es_ES
sicoterapia,NombresFemeninos,RAE,es_ES
sicólogo,NombresMasculinosFemeninos,RAE,es_ES
sicótico,Adjetivos,RAE,es_ES
sida,NombresMasculinos,RAE,es_ES
sidecar,NombresMasculinos,RAE,es_ES
sideral,Adjetivos,RAE,es_ES
siderita,NombresFemeninos,RAE,es_ES
siderosa,NombresFemeninos,RAE,es_ES
siderosis,NombresFemeninos,RAE,es_ES
siderurgia,NombresFemeninos,RAE,es_ES
siderúrgico,Adjetivos,RAE,es_ES
sidra,NombresFemeninos,RAE,es_ES
sidéreo,Adjetivos,RAE,es_ES
siega,NombresFemeninos,RAE,es_ES
siembra,NombresFemeninos,RAE,es_ES
siempre,Adverbios,RAE,es_ES
siempreviva,NombresFemeninos,RAE,es_ES
sien,NombresFemeninos,RAE,es_ES
siena,Adjetivos,RAE,es_ES
siena,NombresMasculinos,RAE,es_ES
sienita,NombresFemeninos,RAE,es_ES
sienés,Adjetivos,RAE,es_ES
sierpe,NombresFemeninos,RAE,es_ES
sierra,NombresFemeninos,RAE,es_ES
sierraleonés,Adjetivos,RAE,es_ES
siervo,NombresMasculinosFemeninos,RAE,es_ES
sieso,NombresMasculinos,RAE,es_ES
siesta,NombresFemeninos,RAE,es_ES
siete,Adjetivos,RAE,es_ES
siete,NombresMasculinos,RAE,es_ES
sietecolores,NombresMasculinos,RAE,es_ES
sieteenrama,NombresMasculinos,RAE,es_ES
sietelevar,NombresMasculinos,RAE,es_ES
sietemesino,Adjetivos,RAE,es_ES
sifilítica,Adjetivos,RAE,es_ES
sifilítico,Adjetivos,RAE,es_ES
sifosis,NombresFemeninos,RAE,es_ES
sifón,NombresMasculinos,RAE,es_ES
sigilar,VerbosTransitivos,RAE,es_ES
sigilo,NombresMasculinos,RAE,es_ES
sigilosamente,Adverbios,RAE,es_ES
sigiloso,Adjetivos,RAE,es_ES
sigla,NombresFemeninos,RAE,es_ES
siglo,NombresMasculinos,RAE,es_ES
sigma,NombresFemeninos,RAE,es_ES
sigmoideo,Adjetivos,RAE,es_ES
signar,VerbosTransitivosPronominales,RAE,es_ES
signario,NombresMasculinos,RAE,es_ES
signatario,Adjetivos,RAE,es_ES
signatura,NombresFemeninos,RAE,es_ES
significación,NombresFemeninos,RAE,es_ES
significado,Adjetivos,RAE,es_ES
significado,NombresMasculinos,RAE,es_ES
significador,Adjetivos,RAE,es_ES
significante,Adjetivos,RAE,es_ES
significante,NombresMasculinos,RAE,es_ES
significar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
significativamente,Adverbios,RAE,es_ES
significativo,Adjetivos,RAE,es_ES
signo,NombresMasculinos,RAE,es_ES
siguiente,Adjetivos,RAE,es_ES
sijismo,NombresMasculinos,RAE,es_ES
sil,NombresMasculinos,RAE,es_ES
silabación,NombresFemeninos,RAE,es_ES
silabar,VerbosIntransitivos,RAE,es_ES
silabario,NombresMasculinos,RAE,es_ES
silabear,VerbosTransitivosIntransitivos,RAE,es_ES
silabizar,VerbosAnticuadosDesusados,RAE,es_ES
silba,NombresFemeninos,RAE,es_ES
silbador,Adjetivos,RAE,es_ES
silbante,Adjetivos,RAE,es_ES
silbar,VerbosTransitivosIntransitivos,RAE,es_ES
silbato,NombresMasculinos,RAE,es_ES
silbido,NombresMasculinos,RAE,es_ES
silbo,NombresMasculinos,RAE,es_ES
silboso,Adjetivos,RAE,es_ES
silenciador,NombresMasculinos,RAE,es_ES
silenciar,VerbosTransitivos,RAE,es_ES
silenciario,Adjetivos,RAE,es_ES
silenciario,NombresMasculinos,RAE,es_ES
silenciero,Adjetivos,RAE,es_ES
silencio,NombresMasculinos,RAE,es_ES
silenciosamente,Adverbios,RAE,es_ES
silencioso,Adjetivos,RAE,es_ES
silente,Adjetivos,RAE,es_ES
silepsis,NombresFemeninos,RAE,es_ES
silesiano,Adjetivos,RAE,es_ES
silesio,Adjetivos,RAE,es_ES
silfo,NombresMasculinos,RAE,es_ES
silgar,VerbosTransitivosIntransitivos,RAE,es_ES
silguero,NombresMasculinos,RAE,es_ES
silicato,NombresMasculinos,RAE,es_ES
silicio,NombresMasculinos,RAE,es_ES
silicona,NombresFemeninos,RAE,es_ES
silicosis,NombresFemeninos,RAE,es_ES
silicua,NombresFemeninos,RAE,es_ES
silingo,Adjetivos,RAE,es_ES
silla,NombresFemeninos,RAE,es_ES
sillada,NombresFemeninos,RAE,es_ES
sillar,NombresMasculinos,RAE,es_ES
sillarejo,NombresMasculinos,RAE,es_ES
sillera,NombresFemeninos,RAE,es_ES
sillero,NombresMasculinosFemeninos,RAE,es_ES
silleta,NombresFemeninos,RAE,es_ES
sillete,NombresMasculinos,RAE,es_ES
silletero,NombresMasculinos,RAE,es_ES
sillico,NombresMasculinos,RAE,es_ES
sillín,NombresMasculinos,RAE,es_ES
sillón,NombresMasculinos,RAE,es_ES
silo,NombresMasculinos,RAE,es_ES
silogismo,NombresMasculinos,RAE,es_ES
silogizar,VerbosIntransitivos,RAE,es_ES
silogístico,Adjetivos,RAE,es_ES
silueta,NombresFemeninos,RAE,es_ES
siluetar,VerbosTransitivos,RAE,es_ES
siluetear,VerbosTransitivosPronominales,RAE,es_ES
siluriano,Adjetivos,RAE,es_ES
siluro,NombresMasculinos,RAE,es_ES
silva,NombresFemeninos,RAE,es_ES
silvano,Adjetivos,RAE,es_ES
silvano,NombresMasculinos,RAE,es_ES
silvestre,Adjetivos,RAE,es_ES
silvicultor,NombresMasculinosFemeninos,RAE,es_ES
silvicultura,NombresFemeninos,RAE,es_ES
silvoso,Adjetivos,RAE,es_ES
silábico,Adjetivos,RAE,es_ES
silíceo,Adjetivos,RAE,es_ES
silícico,Adjetivos,RAE,es_ES
silúrico,Adjetivos,RAE,es_ES
sima,NombresFemeninos,RAE,es_ES
simado,Adjetivos,RAE,es_ES
simbionte,Adjetivos,RAE,es_ES
simbionte,NombresMasculinos,RAE,es_ES
simbiosis,NombresFemeninos,RAE,es_ES
simbiótico,Adjetivos,RAE,es_ES
simbolismo,NombresMasculinos,RAE,es_ES
simbolista,NombresComunes,RAE,es_ES
simbolizar,VerbosTransitivosIntransitivos,RAE,es_ES
simbología,NombresFemeninos,RAE,es_ES
simbólicamente,Adverbios,RAE,es_ES
simbólico,Adjetivos,RAE,es_ES
simetría,NombresFemeninos,RAE,es_ES
simia,NombresFemeninos,RAE,es_ES
simiente,NombresFemeninos,RAE,es_ES
simienza,NombresFemeninos,RAE,es_ES
simiesco,Adjetivos,RAE,es_ES
similar,Adjetivos,RAE,es_ES
similitud,NombresFemeninos,RAE,es_ES
similitudinario,Adjetivos,RAE,es_ES
similor,NombresMasculinos,RAE,es_ES
simio,NombresMasculinos,RAE,es_ES
simonía,NombresFemeninos,RAE,es_ES
simpatizador,Adjetivos,RAE,es_ES
simpatizante,Adjetivos,RAE,es_ES
simpatizar,VerbosIntransitivos,RAE,es_ES
simpatético,NombresCompuestos,RAE,es_ES
simpatía,NombresFemeninos,RAE,es_ES
simple,Adjetivos,RAE,es_ES
simple,NombresMasculinos,RAE,es_ES
simplemente,Adverbios,RAE,es_ES
simpleza,NombresFemeninos,RAE,es_ES
simplicidad,NombresFemeninos,RAE,es_ES
simplicista,Adjetivos,RAE,es_ES
simplificación,NombresFemeninos,RAE,es_ES
simplificador,Adjetivos,RAE,es_ES
simplificar,VerbosTransitivos,RAE,es_ES
simplismo,NombresMasculinos,RAE,es_ES
simplista,Adjetivos,RAE,es_ES
simplista,NombresComunes,RAE,es_ES
simplón,Adjetivos,RAE,es_ES
simposio,NombresMasculinos,RAE,es_ES
simpático,Adjetivos,RAE,es_ES
simpático,NombresMasculinos,RAE,es_ES
simulación,NombresFemeninos,RAE,es_ES
simulacro,NombresMasculinos,RAE,es_ES
simulador,Adjetivos,RAE,es_ES
simulador,NombresMasculinos,RAE,es_ES
simular,VerbosTransitivos,RAE,es_ES
simultanear,VerbosTransitivos,RAE,es_ES
simultaneidad,NombresFemeninos,RAE,es_ES
simultáneamente,Adverbios,RAE,es_ES
simultáneo,Adjetivos,RAE,es_ES
simétrica,Adjetivos,RAE,es_ES
simétricamente,Adverbios,RAE,es_ES
simétrico,Adjetivos,RAE,es_ES
simón,NombresMasculinos,RAE,es_ES
sin,Preposiciones,RAE,es_ES
sinabafa,NombresFemeninos,RAE,es_ES
sinagoga,NombresFemeninos,RAE,es_ES
sinalefa,NombresFemeninos,RAE,es_ES
sinalefar,VerbosTransitivosIntransitivos,RAE,es_ES
sinamay,NombresMasculinos,RAE,es_ES
sinamáis,NombresMasculinos,RAE,es_ES
sinapismo,NombresMasculinos,RAE,es_ES
sinapsis,NombresFemeninos,RAE,es_ES
sinario,NombresMasculinos,RAE,es_ES
sinartrosis,NombresFemeninos,RAE,es_ES
sincera,Adjetivos,RAE,es_ES
sincerador,Adjetivos,RAE,es_ES
sinceramente,Adverbios,RAE,es_ES
sincerar,VerbosTransitivosPronominales,RAE,es_ES
sinceridad,NombresFemeninos,RAE,es_ES
sincero,Adjetivos,RAE,es_ES
sinclinal,Adjetivos,RAE,es_ES
sincopado,Adjetivos,RAE,es_ES
sincopal,NombresCompuestos,RAE,es_ES
sincopar,VerbosTransitivos,RAE,es_ES
sincopizar,VerbosTransitivosPronominales,RAE,es_ES
sincretismo,NombresMasculinos,RAE,es_ES
sincro,NombresCompuestos,RAE,es_ES
sincronismo,NombresMasculinos,RAE,es_ES
sincronización,NombresFemeninos,RAE,es_ES
sincronizar,VerbosTransitivos,RAE,es_ES
sincronía,NombresFemeninos,RAE,es_ES
sincrónico,Adjetivos,RAE,es_ES
sindicación,NombresFemeninos,RAE,es_ES
sindicador,Adjetivos,RAE,es_ES
sindical,Adjetivos,RAE,es_ES
sindicalismo,NombresMasculinos,RAE,es_ES
sindicalista,Adjetivos,RAE,es_ES
sindicalista,NombresComunes,RAE,es_ES
sindicar,VerbosTransitivosPronominales,RAE,es_ES
sindicato,NombresMasculinos,RAE,es_ES
sindicatura,NombresFemeninos,RAE,es_ES
sinecura,NombresFemeninos,RAE,es_ES
sinedrio,NombresMasculinos,RAE,es_ES
sinergia,NombresFemeninos,RAE,es_ES
sinestesia,NombresFemeninos,RAE,es_ES
sinfonista,NombresComunes,RAE,es_ES
sinfonía,NombresFemeninos,RAE,es_ES
sinfín,NombresMasculinos,RAE,es_ES
sinfónico,Adjetivos,RAE,es_ES
singalés,Adjetivos,RAE,es_ES
singalés,NombresMasculinos,RAE,es_ES
singapurense,Adjetivos,RAE,es_ES
singar,VerbosIntransitivos,RAE,es_ES
singladura,NombresFemeninos,RAE,es_ES
singlar,VerbosIntransitivos,RAE,es_ES
singular,Adjetivos,RAE,es_ES
singular,NombresMasculinos,RAE,es_ES
singularidad,NombresFemeninos,RAE,es_ES
singularizar,VerbosTransitivosPronominales,RAE,es_ES
singularmente,Adverbios,RAE,es_ES
sinhueso,NombresFemeninos,RAE,es_ES
siniestra,NombresFemeninos,RAE,es_ES
siniestrado,Adjetivos,RAE,es_ES
siniestralidad,NombresFemeninos,RAE,es_ES
siniestramente,Adverbios,RAE,es_ES
siniestro,Adjetivos,RAE,es_ES
siniestro,NombresMasculinosFemeninos,RAE,es_ES
sinnúmero,NombresMasculinos,RAE,es_ES
sino,Conjunciones,RAE,es_ES
sino,NombresMasculinos,RAE,es_ES
sinoble,Adjetivos,RAE,es_ES
sinocal,NombresMasculinos,RAE,es_ES
sinodal,Adjetivos,RAE,es_ES
sinodal,NombresMasculinosFemeninos,RAE,es_ES
sinonimia,NombresFemeninos,RAE,es_ES
sinopense,Adjetivos,RAE,es_ES
sinople,Adjetivos,RAE,es_ES
sinopsis,NombresFemeninos,RAE,es_ES
sinovia,NombresFemeninos,RAE,es_ES
sinovial,Adjetivos,RAE,es_ES
sinovitis,NombresFemeninos,RAE,es_ES
sinrazón,NombresFemeninos,RAE,es_ES
sinsabor,NombresMasculinos,RAE,es_ES
sinsentido,NombresMasculinos,RAE,es_ES
sinsubstancia,NombresComunes,RAE,es_ES
sinsustancia,NombresComunes,RAE,es_ES
sintagma,NombresMasculinos,RAE,es_ES
sintagmático,Adjetivos,RAE,es_ES
sintaxis,NombresFemeninos,RAE,es_ES
sinterización,NombresFemeninos,RAE,es_ES
sinterizar,VerbosTransitivos,RAE,es_ES
sintetizador,Adjetivos,RAE,es_ES
sintetizador,NombresMasculinos,RAE,es_ES
sintetizar,VerbosTransitivos,RAE,es_ES
sintomatología,NombresFemeninos,RAE,es_ES
sintomático,Adjetivos,RAE,es_ES
sintonismo,NombresMasculinos,RAE,es_ES
sintonizador,NombresMasculinos,RAE,es_ES
sintonizar,VerbosTransitivosIntransitivos,RAE,es_ES
sintonía,NombresFemeninos,RAE,es_ES
sintáctico,Adjetivos,RAE,es_ES
sintéticamente,Adverbios,RAE,es_ES
sintético,Adjetivos,RAE,es_ES
sintónico,Adjetivos,RAE,es_ES
sinuosidad,NombresFemeninos,RAE,es_ES
sinuoso,Adjetivos,RAE,es_ES
sinusitis,NombresFemeninos,RAE,es_ES
sinusoidal,Adjetivos,RAE,es_ES
sinusoide,NombresFemeninos,RAE,es_ES
sinvergüenza,Adjetivos,RAE,es_ES
sinvergüenza,NombresComunes,RAE,es_ES
sináptico,Adjetivos,RAE,es_ES
sinécdoque,NombresFemeninos,RAE,es_ES
sinéresis,NombresFemeninos,RAE,es_ES
sinódico,Adjetivos,RAE,es_ES
sinónimo,Adjetivos,RAE,es_ES
sinópico,Adjetivos,RAE,es_ES
sionismo,NombresMasculinos,RAE,es_ES
sionista,Adjetivos,RAE,es_ES
siquiatra,NombresComunes,RAE,es_ES
siquiatría,NombresFemeninos,RAE,es_ES
siquiera,Adverbios,RAE,es_ES
siquiera,Conjunciones,RAE,es_ES
siquiátrico,Adjetivos,RAE,es_ES
siracusano,Adjetivos,RAE,es_ES
sirena,NombresFemeninos,RAE,es_ES
sirenio,Adjetivos,RAE,es_ES
sirenio,NombresMasculinos,RAE,es_ES
sirgar,VerbosTransitivos,RAE,es_ES
sirguero,NombresMasculinos,RAE,es_ES
siria,Adjetivos,RAE,es_ES
siriaco,Adjetivos,RAE,es_ES
sirimiri,NombresMasculinos,RAE,es_ES
siringe,NombresFemeninos,RAE,es_ES
sirio,Adjetivos,RAE,es_ES
sirle,NombresMasculinos,RAE,es_ES
sirmiense,Adjetivos,RAE,es_ES
siro,Adjetivos,RAE,es_ES
siroco,NombresMasculinos,RAE,es_ES
sirope,NombresMasculinos,RAE,es_ES
sirria,NombresFemeninos,RAE,es_ES
sirte,NombresFemeninos,RAE,es_ES
sirvienta,NombresFemeninos,RAE,es_ES
sirviente,Adjetivos,RAE,es_ES
sirviente,NombresComunes,RAE,es_ES
siríaco,Adjetivos,RAE,es_ES
sis,NombresMasculinos,RAE,es_ES
sisa,NombresFemeninos,RAE,es_ES
sisador,Adjetivos,RAE,es_ES
sisallo,NombresMasculinos,RAE,es_ES
sisar,VerbosTransitivos,RAE,es_ES
sisca,NombresFemeninos,RAE,es_ES
sisear,VerbosTransitivosIntransitivos,RAE,es_ES
sisella,NombresFemeninos,RAE,es_ES
sisero,NombresMasculinos,RAE,es_ES
sismo,NombresMasculinos,RAE,es_ES
sistema,NombresMasculinos,RAE,es_ES
sistematicidad,NombresFemeninos,RAE,es_ES
sistematización,NombresFemeninos,RAE,es_ES
sistematizar,VerbosTransitivos,RAE,es_ES
sistemática,NombresFemeninos,RAE,es_ES
sistemáticamente,Adverbios,RAE,es_ES
sistemático,Adjetivos,RAE,es_ES
sistémico,Adjetivos,RAE,es_ES
sistólico,Adjetivos,RAE,es_ES
sisón,Adjetivos,RAE,es_ES
sisón,NombresMasculinos,RAE,es_ES
sitacismo,NombresMasculinos,RAE,es_ES
sitacosis,NombresFemeninos,RAE,es_ES
sitiado,Adjetivos,RAE,es_ES
sitiador,Adjetivos,RAE,es_ES
sitial,NombresMasculinos,RAE,es_ES
sitiar,VerbosTransitivos,RAE,es_ES
sitibundo,Adjetivos,RAE,es_ES
sitio,NombresMasculinos,RAE,es_ES
sito,Adjetivos,RAE,es_ES
situación,NombresFemeninos,RAE,es_ES
situado,NombresMasculinos,RAE,es_ES
situar,VerbosTransitivosPronominales,RAE,es_ES
so,Adverbios,RAE,es_ES
so,Interjecciones,RAE,es_ES
so,Preposiciones,RAE,es_ES
so,Pronombres,RAE,es_ES
soalzar,VerbosTransitivos,RAE,es_ES
soasar,VerbosTransitivos,RAE,es_ES
soba,NombresFemeninos,RAE,es_ES
sobacal,Adjetivos,RAE,es_ES
sobaco,NombresMasculinos,RAE,es_ES
sobadero,Adjetivos,RAE,es_ES
sobadero,NombresMasculinos,RAE,es_ES
sobado,Adjetivos,RAE,es_ES
sobado,NombresMasculinos,RAE,es_ES
sobadura,NombresFemeninos,RAE,es_ES
sobajadura,NombresFemeninos,RAE,es_ES
sobajamiento,NombresMasculinos,RAE,es_ES
sobajanero,NombresMasculinos,RAE,es_ES
sobajar,VerbosTransitivos,RAE,es_ES
sobajear,VerbosTransitivos,RAE,es_ES
sobanda,NombresFemeninos,RAE,es_ES
sobaquera,NombresFemeninos,RAE,es_ES
sobaquillo,NombresCompuestos,RAE,es_ES
sobaquina,NombresFemeninos,RAE,es_ES
sobar,VerbosTransitivosIntransitivos,RAE,es_ES
sobarba,NombresFemeninos,RAE,es_ES
sobarcar,VerbosTransitivos,RAE,es_ES
sobejano,Adjetivos,RAE,es_ES
sobejo,Adjetivos,RAE,es_ES
sobejo,NombresMasculinos,RAE,es_ES
sobeo,NombresMasculinos,RAE,es_ES
soberanamente,Adverbios,RAE,es_ES
soberanear,VerbosIntransitivos,RAE,es_ES
soberano,Adjetivos,RAE,es_ES
soberanía,NombresFemeninos,RAE,es_ES
soberbia,NombresFemeninos,RAE,es_ES
soberbiamente,Adverbios,RAE,es_ES
soberbiar,VerbosAnticuadosDesusados,RAE,es_ES
soberbio,Adjetivos,RAE,es_ES
sobordo,NombresMasculinos,RAE,es_ES
sobornable,Adjetivos,RAE,es_ES
sobornado,NombresCompuestos,RAE,es_ES
sobornador,Adjetivos,RAE,es_ES
sobornal,NombresMasculinos,RAE,es_ES
sobornar,VerbosTransitivos,RAE,es_ES
soborno,NombresMasculinos,RAE,es_ES
sobra,NombresFemeninos,RAE,es_ES
sobradamente,Adverbios,RAE,es_ES
sobradar,VerbosTransitivos,RAE,es_ES
sobradero,NombresMasculinos,RAE,es_ES
sobrado,Adjetivos,RAE,es_ES
sobrado,Adverbios,RAE,es_ES
sobrado,NombresMasculinos,RAE,es_ES
sobrancero,Adjetivos,RAE,es_ES
sobrancero,NombresMasculinos,RAE,es_ES
sobrante,Adjetivos,RAE,es_ES
sobrar,VerbosTransitivosIntransitivos,RAE,es_ES
sobrasar,VerbosTransitivos,RAE,es_ES
sobrazar,VerbosAnticuadosDesusados,RAE,es_ES
sobre,NombresMasculinos,RAE,es_ES
sobre,Preposiciones,RAE,es_ES
sobreabundar,VerbosIntransitivos,RAE,es_ES
sobreaguar,VerbosIntransitivosPronominales,RAE,es_ES
sobrealimentar,VerbosTransitivosPronominales,RAE,es_ES
sobrealzar,VerbosTransitivos,RAE,es_ES
sobrearar,VerbosTransitivos,RAE,es_ES
sobreasar,VerbosTransitivos,RAE,es_ES
sobreañadir,VerbosTransitivos,RAE,es_ES
sobrebarrer,VerbosTransitivos,RAE,es_ES
sobrebeber,VerbosIntransitivos,RAE,es_ES
sobrecargar,VerbosTransitivos,RAE,es_ES
sobrecejo,NombresMasculinos,RAE,es_ES
sobrecenar,VerbosTransitivosIntransitivos,RAE,es_ES
sobrecerco,NombresMasculinos,RAE,es_ES
sobrecoger,VerbosTransitivosPronominales,RAE,es_ES
sobrecogimiento,NombresMasculinos,RAE,es_ES
sobrecopa,NombresFemeninos,RAE,es_ES
sobrecrecer,VerbosIntransitivos,RAE,es_ES
sobrecruz,NombresMasculinos,RAE,es_ES
sobrecurar,VerbosTransitivos,RAE,es_ES
sobredorar,VerbosTransitivos,RAE,es_ES
sobreedificar,VerbosTransitivos,RAE,es_ES
sobreempeine,NombresMasculinos,RAE,es_ES
sobreentender,VerbosTransitivos,RAE,es_ES
sobreesdrújulo,Adjetivos,RAE,es_ES
sobreexceder,VerbosTransitivos,RAE,es_ES
sobreexcitar,VerbosTransitivosPronominales,RAE,es_ES
sobreexplotación,NombresFemeninos,RAE,es_ES
sobrefrenada,NombresFemeninos,RAE,es_ES
sobreganar,VerbosTransitivos,RAE,es_ES
sobregirar,VerbosTransitivos,RAE,es_ES
sobreguarda,NombresMasculinos,RAE,es_ES
sobrehilado,NombresMasculinos,RAE,es_ES
sobrehilar,VerbosTransitivos,RAE,es_ES
sobrehora,NombresCompuestos,RAE,es_ES
sobreimprimir,VerbosTransitivos,RAE,es_ES
sobrejuanete,NombresMasculinos,RAE,es_ES
sobrellavar,VerbosTransitivos,RAE,es_ES
sobrellenar,VerbosTransitivos,RAE,es_ES
sobrellevar,VerbosTransitivos,RAE,es_ES
sobremanera,Adverbios,RAE,es_ES
sobremano,NombresFemeninos,RAE,es_ES
sobremesa,Adverbios,RAE,es_ES
sobremodo,Adverbios,RAE,es_ES
sobrenadar,VerbosIntransitivos,RAE,es_ES
sobrenaturalmente,Adverbios,RAE,es_ES
sobrentendido,Adjetivos,RAE,es_ES
sobrentendido,NombresMasculinos,RAE,es_ES
sobrepasar,VerbosTransitivos,RAE,es_ES
sobrepeine,Adverbios,RAE,es_ES
sobrepelliz,NombresFemeninos,RAE,es_ES
sobrepintar,VerbosPronominales,RAE,es_ES
sobreponer,VerbosTransitivosPronominales,RAE,es_ES
sobreprimado,Adjetivos,RAE,es_ES
sobrepujar,VerbosTransitivos,RAE,es_ES
sobrero,Adjetivos,RAE,es_ES
sobrero,NombresMasculinos,RAE,es_ES
sobrero,NombresMasculinosFemeninos,RAE,es_ES
sobrerronda,NombresFemeninos,RAE,es_ES
sobrerropa,NombresFemeninos,RAE,es_ES
sobresabido,Adjetivos,RAE,es_ES
sobresaliente,NombresComunes,RAE,es_ES
sobresalir,VerbosIntransitivos,RAE,es_ES
sobresaltar,VerbosTransitivosIntransitivosPronominales,RAE,es_ES
sobresanar,VerbosIntransitivos,RAE,es_ES
sobrescribir,VerbosTransitivos,RAE,es_ES
sobrescrito,NombresMasculinos,RAE,es_ES
sobresdrújulo,Adjetivos,RAE,es_ES
sobreseer,VerbosTransitivosIntransitivos,RAE,es_ES
sobreseimiento,NombresMasculinos,RAE,es_ES
sobresembrar,VerbosTransitivos,RAE,es_ES
sobresolar,VerbosTransitivos,RAE,es_ES
sobrestante,Adjetivos,RAE,es_ES
sobrestante,NombresMasculinos,RAE,es_ES
sobrestimar,VerbosTransitivos,RAE,es_ES
sobretercero,NombresMasculinos,RAE,es_ES
sobrevenir,VerbosIntransitivos,RAE,es_ES
sobreverter,VerbosPronominales,RAE,es_ES
sobreveste,NombresFemeninos,RAE,es_ES
sobrevestir,VerbosTransitivosPronominales,RAE,es_ES
sobrevidriera,NombresFemeninos,RAE,es_ES
sobrevienta,NombresFemeninos,RAE,es_ES
sobrevivir,VerbosIntransitivos,RAE,es_ES
sobrevolar,VerbosTransitivos,RAE,es_ES
sobrexceder,VerbosTransitivos,RAE,es_ES
sobrexcitar,VerbosTransitivosPronominales,RAE,es_ES
sobrexplotación,NombresFemeninos,RAE,es_ES
sobriamente,Adverbios,RAE,es_ES
sobriedad,NombresFemeninos,RAE,es_ES
sobrinazgo,NombresMasculinos,RAE,es_ES
sobrino,NombresMasculinosFemeninos,RAE,es_ES
sobrio,Adjetivos,RAE,es_ES
soca,NombresCompuestos,RAE,es_ES
socaire,NombresMasculinos,RAE,es_ES
socairero,Adjetivos,RAE,es_ES
socaliñar,VerbosTransitivos,RAE,es_ES
socalzar,VerbosTransitivos,RAE,es_ES
socarrar,VerbosTransitivosPronominales,RAE,es_ES
socarrena,NombresFemeninos,RAE,es_ES
socarrina,NombresFemeninos,RAE,es_ES
socarronamente,Adverbios,RAE,es_ES
socarronería,NombresFemeninos,RAE,es_ES
socarrén,NombresMasculinos,RAE,es_ES
socarrón,Adjetivos,RAE,es_ES
socavar,VerbosTransitivosPronominales,RAE,es_ES
socavón,NombresMasculinos,RAE,es_ES
socaz,NombresMasculinos,RAE,es_ES
sochantre,NombresMasculinos,RAE,es_ES
sociabilidad,NombresFemeninos,RAE,es_ES
sociable,Adjetivos,RAE,es_ES
social,Adjetivos,RAE,es_ES
socialdemocracia,NombresFemeninos,RAE,es_ES
socialdemócrata,Adjetivos,RAE,es_ES
socialismo,NombresMasculinos,RAE,es_ES
socialista,Adjetivos,RAE,es_ES
socialización,NombresFemeninos,RAE,es_ES
socializador,Adjetivos,RAE,es_ES
socializar,VerbosTransitivos,RAE,es_ES
sociata,Adjetivos,RAE,es_ES
sociata,NombresComunes,RAE,es_ES
sociativo,NombresCompuestos,RAE,es_ES
sociedad,NombresFemeninos,RAE,es_ES
societario,Adjetivos,RAE,es_ES
socinianismo,NombresMasculinos,RAE,es_ES
sociniano,Adjetivos,RAE,es_ES
socio,NombresMasculinosFemeninos,RAE,es_ES
sociocultural,Adjetivos,RAE,es_ES
socioeconómico,Adjetivos,RAE,es_ES
sociología,NombresFemeninos,RAE,es_ES
sociológico,Adjetivos,RAE,es_ES
sociopolítico,Adjetivos,RAE,es_ES
sociólogo,NombresMasculinosFemeninos,RAE,es_ES
socollada,NombresFemeninos,RAE,es_ES
socollar,NombresMasculinos,RAE,es_ES
socolor,Adverbios,RAE,es_ES
socolor,NombresMasculinos,RAE,es_ES
soconusco,NombresMasculinos,RAE,es_ES
socorredor,Adjetivos,RAE,es_ES
socorrer,VerbosTransitivosPronominales,RAE,es_ES
socorrista,NombresComunes,RAE,es_ES
socorro,NombresMasculinos,RAE,es_ES
socrocio,NombresMasculinos,RAE,es_ES
socrático,Adjetivos,RAE,es_ES
soda,NombresFemeninos,RAE,es_ES
sodio,NombresMasculinos,RAE,es_ES
sodomita,Adjetivos,RAE,es_ES
sodomizar,VerbosTransitivos,RAE,es_ES
sodomía,NombresFemeninos,RAE,es_ES
soez,Adjetivos,RAE,es_ES
soeza,NombresFemeninos,RAE,es_ES
sofaldar,VerbosTransitivos,RAE,es_ES
sofismo,NombresMasculinos,RAE,es_ES
